id,code,name,description
catalog59_001,001,Depósito en cuenta,
catalog59_002,002,Giro,
catalog59_003,003,Transferencia de fondos,
catalog59_004,004,Orden de pago,
catalog59_005,005,Tarjeta de débito,
catalog59_006,006,Tarjeta de crédito emitida en el país por una empresa del sistema financiero ,
catalog59_007,007,"Cheques con la cláusula de ""NO NEGOCIABLE"", ""INTRANSFERIBLES"", ""NO A LA ORDEN"" u otra equivalente, a que se refiere el inciso g) del artículo 5° de la ley",
catalog59_008,008,"Efectivo, por operaciones en las que no existe obligación de utilizar medio de pago",
catalog59_009,009,"Efectivo, en los demás casos",
catalog59_010,010,Medios de pago usados en comercio exterior ,
catalog59_011,011,Documentos emitidos por las EDPYMES y las cooperativas de ahorro y crédito no autorizadas a captar depósitos del público,
catalog59_012,012,"Tarjeta de crédito emitida en el país o en el exterior por una empresa no perteneciente al sistema financiero, cuyo objeto principal sea la emisión y administración de tarjetas de crédito",
catalog59_013,013,Tarjetas de crédito emitidas en el exterior por empresas bancarias o financieras no domiciliadas,
catalog59_101,101,Transferencias – Comercio exterior,
catalog59_102,102,Cheques bancarios - Comercio exterior,
catalog59_103,103,Orden de pago simple - Comercio exterior,
catalog59_104,104,Orden de pago documentario - Comercio exterior,
catalog59_105,105,Remesa simple - Comercio exterior,
catalog59_106,106,Remesa documentaria - Comercio exterior,
catalog59_107,107,Carta de crédito simple - Comercio exterior,
catalog59_108,108,Carta de crédito documentario - Comercio exterior,
catalog59_999,999,Otros medios de pago,
