id,code,name,description
catalog01_01,01,Factura,
catalog01_03,03,Boleta de venta,
catalog01_06,06,Carta de porte aéreo,
catalog01_07,07,Nota de crédito,
catalog01_08,08,Nota de débito,
catalog01_09,09,Guía de remisión remitente,
catalog01_12,12,Ticket de máquina registradora,
catalog01_13,13,"Documento emitido por bancos, instituciones financieras, crediticias y de seguros","Documento emitido por bancos, instituciones financieras, crediticias y de seguros que se encuentren bajo el control de la Superintendencia de Banca y Seguros"
catalog01_14,14,Recibo servicios públicos,
catalog01_15,15,Boletos emitidos por transporte terrestre y el ferroviario prestado en vía férrea local,Boletos emitidos por el servicio de transporte terrestre regular urbano de pasajeros y el ferroviario público de pasajeros prestado en vía férrea local
catalog01_16,16,Boleto de viaje emitido por las empresas de transporte público interprovincial de pasajeros,
catalog01_18,18,Documentos emitidos por las AFP,
catalog01_20,20,Comprobante de retención,
catalog01_21,21,Conocimiento de embarque por el servicio de transporte de carga marítima,
catalog01_24,24,Certificado de pago de regalías emitidas por PERUPETRO S.A.,
catalog01_31,31,Guía de remisión transportista,
catalog01_37,37,Documentos que emitan los concesionarios del servicio de revisiones técnicas,
catalog01_40,40,Comprobante de Percepción ,
catalog01_41,41,Comprobante de Percepción – Venta interna ( físico - formato impreso),
catalog01_43,43,Boleto de compañías de aviación transporte aéreo no regular,
catalog01_45,45,"Documentos emitidos por centros educativos y culturales, universidades, asociaciones y fundaciones",
catalog01_56,56,Comprobante de pago SEAE,
catalog01_71,71,Guía de remisión remitente complementaria,
catalog01_72,72,Guía de remisión transportista complementaria,
