id,code,name,description
catalog17_01,01,Venta lnterna,
catalog17_02,02,Exportación de bienes,
catalog17_03,03,No Domiciliados,
catalog17_04,04,Venta Interna – Anticipos,
catalog17_05,05,Venta Itinerante ,
catalog17_06,06,Factura Guía,
catalog17_07,07,Venta Arroz Pilado,
catalog17_08,08,Factura - Comprobante de Percepción,
catalog17_10,10,Factura - Guía remitente,
catalog17_11,11,Factura - Guía transportista,
catalog17_12,12,Boleta de venta – Comprobante de Percepción.,
catalog17_13,13,Gasto Deducible Persona Natural,
catalog17_14,14,Exportación de servicios – prestación de servicios de hospedaje No Dom,
catalog17_15,15,Exportación de servicios – Transporte de navieras,
catalog17_16,16,Exportación de servicios – servicios  a naves y aeronaves de bandera extranjera,
catalog17_17,17,Exportación de servicios – RES,
catalog17_18,18,Exportación de servicios  - Servicios que conformen un Paquete Turístico,
catalog17_19,19,Exportación de servicios – Servicios complementarios al transporte de carga,
catalog17_20,20,Exportación de servicios – Suministro de energía eléctrica a favor de sujetos domiciliados en ZED,
catalog17_21,21,Exportación de servicios – Prestación servicios realizados parcialmente en el extranjero,
