id,code,name,description
tabla10_00,00,Otros,Otros
tabla10_01,01,Factura,Factura
tabla10_02,02,Recibo por Honorarios,Recibo por Honorarios
tabla10_03,03,Boleta de Venta,Boleta de Venta
tabla10_04,04,Liquidación de compra,Liquidación de compra
tabla10_05,05,"Boletos de Transporte Aéreo que emiten las Compañías de Aviación Comercial por el servicio de transporte aéreo regular de pasajeros, emitido de manera manual, mecanizada o por medios electrónicos (BME)","Boletos de Transporte Aéreo que emiten las Compañías de Aviación Comercial por el servicio de transporte aéreo regular de pasajeros, emitido de manera manual, mecanizada o por medios electrónicos (BME)"
tabla10_06,06,Carta de porte aéreo por el servicio de transporte de carga aérea,Carta de porte aéreo por el servicio de transporte de carga aérea
tabla10_07,07,Nota de crédito,Nota de crédito
tabla10_08,08,Nota de débito,Nota de débito
tabla10_09,09,Guía de remisión - Remitente,Guía de remisión - Remitente
tabla10_10,10,Recibo por Arrendamiento,Recibo por Arrendamiento
tabla10_11,11,"Póliza emitida por las Bolsas de Valores, Bolsas de Productos o Agentes de Intermediación por operaciones realizadas en las Bolsas de Valores o Productos o fuera de las mismas, autorizadas por SMV","Póliza emitida por las Bolsas de Valores, Bolsas de Productos o Agentes de Intermediación por operaciones realizadas en las Bolsas de Valores o Productos o fuera de las mismas, autorizadas por SMV"
tabla10_12,12,Ticket o cinta emitido por máquina registradora,Ticket o cinta emitido por máquina registradora
tabla10_13,13,"Documentos emitidos por las empresas del sistema financiero y de seguros, y por las cooperativas de ahorro y crédito no autorizadas a captar recursos del público, que se encuentren bajo el control de la Superintendencia de Banca, Seguros y AFP.","Documentos emitidos por las empresas del sistema financiero y de seguros, y por las cooperativas de ahorro y crédito no autorizadas a captar recursos del público, que se encuentren bajo el control de la Superintendencia de Banca, Seguros y AFP."
tabla10_14,14,"Recibo por servicios públicos de suministro de energía eléctrica, agua, teléfono, telex y telegráficos y otros servicios complementarios que se incluyan en el recibo de servicio público","Recibo por servicios públicos de suministro de energía eléctrica, agua, teléfono, telex y telegráficos y otros servicios complementarios que se incluyan en el recibo de servicio público"
