id,code,name,description
tabla12_01,01,VENTA NACIONAL,
tabla12_02,02,COMPRA NACIONAL,
tabla12_03,03,CONSIGNACIÓN RECIBIDA,
tabla12_04,04,CONSIGNACIÓN ENTREGADA,
tabla12_05,05,DEVOLUCIÓN RECIBIDA,
tabla12_06,06,DEVOLUCIÓN ENTREGADA,
tabla12_07,07,BONIFICACIÓN,
tabla12_08,08,PREMIO,
tabla12_09,09,DONACIÓN,
tabla12_10,10,SALIDA A PRODUCCIÓN,
tabla12_11,11,SALIDA POR TRANSFERENCIA ENTRE ALMACENES ,
tabla12_12,12,RETIRO,
tabla12_13,13,MERMAS,
tabla12_14,14,DESMEDROS,
tabla12_15,15,DESTRUCCIÓN,
tabla12_16,16,SALDO INICIAL,
tabla12_17,17,EXPORTACIÓN,
tabla12_18,18,IMPORTACIÓN,
tabla12_19,19,ENTRADA DE PRODUCCIÓN,
tabla12_20,20,ENTRADA POR DEVOLUCIÓN DE PRODUCCIÓN,
tabla12_21,21,ENTRADA POR TRANSFERENCIA ENTRE ALMACENES ,
tabla12_22,22,ENTRADA POR IDENTIFICACIÓN ERRONEA,
tabla12_23,23,SALIDA POR IDENTIFICACIÓN ERRONEA,
tabla12_24,24,ENTRADA POR DEVOLUCIÓN DEL CLIENTE,
tabla12_25,25,SALIDA POR DEVOLUCIÓN AL PROVEEDOR,
tabla12_26,26,ENTRADA PARA SERVICIO DE PRODUCCIÓN,
tabla12_27,27,SALIDA POR SERVICIO DE PRODUCCIÓN,
tabla12_28,28,AJUSTE POR DIFERENCIA DE INVENTARIO,
tabla12_29,29,ENTRADA DE BIENES EN PRÉSTAMO,
tabla12_30,30,SALIDA DE BIENES EN PRÉSTAMO,
tabla12_31,31,ENTRADA DE BIENES EN CUSTODIA,
tabla12_32,32,SALIDA DE BIENES EN CUSTODIA,
tabla12_33,33,MUESTRAS MÉDICAS,
tabla12_34,34,PUBLICIDAD,
tabla12_35,35,GASTOS DE REPRESENTACIÓN,
tabla12_36,36,RETIRO PARA ENTREGA A TRABAJADORES,
tabla12_37,37,RETIRO POR CONVENIO COLECTIVO,
tabla12_38,38,RETIRO POR SUSTITUCIÓN DE BIEN SINIESTRADO,
tabla12_91,91,OTROS 1,
tabla12_92,92,OTROS 2,
tabla12_93,93,OTROS 3,
tabla12_94,94,OTROS 4,
tabla12_95,95,OTROS 5,
tabla12_96,96,OTROS 6,
tabla12_97,97,OTROS 7,
tabla12_98,98,OTROS 8,
tabla12_99,99,OTROS ,
